,Language Example,Language index
4083,"Izityalo nditsho nezilwanyana zimanzi ubukhulu becala apha ngaphakathi emizimbeni, kunjalo nje kufun",xho
4084,1901 джыл ючюнчю мардала бла ауурлукъланы юсюнден генерал конференция литр нормал атмосфера басымда ,krc
4085,"Swinemünde var en ytre havn for Stettin (Szczecin). Byen hadde brede gater uten brostein, enetasjes ",nob
4086,"Between 2000 and 2004, Clark released three interrelated instrumental albums: Owls In Obsidian (2000",eng
4087,"Trine Skei Grande har vært parlamentarisk leder siden høsten 2009 og partileder siden våren 2010, me",nob
4088,"Гаага была заснаваня ў 1230 годзе, калі граф Галяндыі Флёрыс IV пабудаваў малы замак на месцы, дзе ц",be-tarask
4089,"Skottland har en velutviklet medieverden. Det produseres mange nasjonale aviser som Daily Record, Sk",nob
4090,Igazi elifumaneka kwi-systemic arteries eligcwele i-oksijini nezakha-mzimba liligazi eli-systemic ar,xho
4091,"Грушэцкі А. Умець чытаць — вялікая справа // Літаратура і мастацтва : газэта. — Мн.: РВУ «Звязда», 1",be-tarask
4092,"Hanesan iha fim de semana, iha inan-aman barak mak hakarak lori nia oan sira ba halimar game iha tim",tet
4093,چک 208 ای بی ضلع وہاڑی دی تصیل وہاڑی دا اک پنڈ اے ۔ اس پنڈ دی زمیناں نوں پاکپتن نہر سسٹم دے اک حصے ا,pnb
4094,Columbia High School has won multiple Paper Mill Playhouse Rising Star Awards for their musical prog,eng
4095,اس پنڈ دی بھوئیں نوں لوئر چناب نہر چوں نکلن آلی گوگیرہ برانچ نہر دے اک سُوئے (لنڈو) دا پانی لگدا اے ,pnb
4096,У ЗША пражывае і значная колькасьць (каля 40 мільёнаў) нэграў (большасьць зь якіх мулаты з некаторай,be-tarask
4097,"Woodruff began writing and producing music in 2006, which incorporated roots reggae with dub, a subg",eng
4098,Гранада вядомая як ібэрскае й фінікійскае паселішча Ілібэра яшчэ з 500 году да н. э. Дзякуючы абарон,be-tarask
4099,"The paper is noted as the last place of employment of investigative journalist Gary Webb, who began ",eng
4100,Abani (iha lia-portugés: Abani) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrativu,tet
4101,Sturges revisited the same material a decade later when he directed a more historically accurate seq,eng
4102,वी.पी. कोइराला स्वास्थय विज्ञान प्रतिष्ठान १९९३ मे स्थापना भ सन् १९९८ स्वास्थ्य विश्वविद्यालयक रुपमे,mai
4103,"Ол кёзюуде СССР тыш политикасында, тюрлю-тюрлю къраллада кесине таб политика режимлени джакълайды. 1",krc
4104,گاندھی نے ہندستانیاں نوں دکھنی افریقی سماچ وج اتلی پدھر تے لیان تے انگریزاں دی اکھاں وچ ہندستانیاں د,pnb
4105,REDE / NETWORK Ho hanoin katak ETI hanesan Instituisaun Edukasaun ilmiah ne’e maka ba oin nafatin lo,tet
4106,"Ii-metals ezininzi azenzi nto ngokwekhemikhali, kwaye azishukumi lula. (Ezinye ii-metals ziyatshitsh",xho
4107,Amazwe angawatshintsha amakomkhulu awo ngalo lonke ixesha afuna ngalo. AmaZwe aManyeneyo ayekhe anal,xho
4108,"Кёгет суу, табигъатдан кёгетни ичинде болгъан суусунуду. Кёбюсюне кёгет сууну кёгетлени эзиб чыгъара",krc
4109,गोयल हावर्ड विश्वविद्यालयसँ विद्यावारिधि केनए अछि जतय ओ नोबेल पुरस्कार विजेता ड्युडली आर हर्सब्याचक ,mai
4110,ดอกจิกสี่แฉกกลายมานิยมใช้กันมากระหว่างสมัยฟื้นฟูกอธิคและในยุคฟื้นฟูศิลปวิทยา และพบโดยทั่วไปในคริสต์ส,tha
4111,"लसबेला या लस बेला (उर्दू आ बलोच: ur‎, अंग्रेज़ी: Lasbela) पाकिस्तान के बलोचिस्तान प्रान्त क एक तटवर्",mai
4112,"दीना जन्म १५ अगस्त १९१९ क लन्डन मे भेल छल । १९२९ मे गम्भीर बीमारीके बाद जिन्नाक पत्नीक मृत्यु भेल , ",mai
4113,"Takis Fotopoulos interview, ""Inclusive Democracy"", Transcription of a video by O. Ressler, recorded ",eng
4114,Першае ўжыванбне Т-62 у бою адбылося ў савецка-кітайскам памежным канфлікце на высьпе Даманскай у са,be-tarask
4115,"Азербайджанлыла (азер. Azərbaycanlılar, Azərilər) — тюрк тил къауумгъа кирген азербайджан тилде сёле",krc
4116,Cojanta una politica de autogestioni e autoproduzioni candu ca in Italia du fadiada pagu genti. Inan,srd
4117,"Экинчи Новгород мамырлыкъ — Новгородда 1557 джылны 25-чи мартында къол салыннган мамырлыкъды, ол 155",krc
4118,Os dirigentes timorenses têm clara noção que foi graças à colonização dos portugueses que Timor-Lest,tet
4119,Bjonvika er en grend ved innsjøen Sperillen i Ringerike kommune i Buskerud. Grenda har veiforbindels,nob
4120,Tokoluli (iha lia-portugés: Tocoluli) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administ,tet
4121,مروگیسن دکیشواشنکر تِھرُش کامنی (جم 30 جون 1990 نوں مدراس وکھے) اک بھارتی خاتون کرکٹ کھڈاری اے۔ اسنے,pnb
4122,Прадухіленьню хваробы спрыяе штодзённая расслабляльная разьмінка цягліцаў сьпіны. Дастаткова прылегч,be-tarask
4123,Танкі Т-62 ужываліся ў вайне ў Аўганістане. Падчас эксплюатацыі ў горных умовах Т-62 паказаў сябе на,be-tarask
4124,Silva ble olympisk mester i volleyball under OL 1992 i Barcelona. Han var med på det brasilianske la,nob
4125,The Nederlandse Spoorwegen (NS) Class 1200 was a class of electric locomotives that were in service ,eng
4126,Тиллени лингвистика тинтеди. Белги системаланы семиотика тинтеди.Тилни структурасыны адамны ангысына,krc
4127,Ustjugov vant sin andre verdenscupseier i karrieren da han gikk til topps i sprint fristil i Falun. ,nob
4128,"Інэгёл (па-турэцку: İnegöl) — горад у Турцыі, у правінцыі Бурса. Адміністрацыйны цэнтар раёна Інэгёл",be-tarask
4129,ในขณะที่ อ จะใช้นำได้เฉพาะตัว ย และมีอยู่เพียง 4 คำเท่านั้น ได้แก่ อย่า อยู่ อย่าง อยาก โดยมีผู้คิดค,tha
4130,"""Every scholar that spells a word wrong or omits a silent letter or figure shall step in the rear of",eng
4131,I-PR-Interval isisithuba phakathi kwe-atrial systole (P) ne-ventricular systole (QRS). I- QT-Interva,xho
4132,แจ็กแอส (อังกฤษ: Jackass) เป็นรายการโทรทัศน์อเมริกัน ออกฉายครั้งแรกทางช่องเอ็มทีวี ตั้งแต่ปี 2543 ถึ,tha
4133,Se Game of Thrones (TV-serie)En TV-adapsjon av bøkene er igangsatt av HBO. Hver sesong er ment å sku,nob
4134,"Акрамя роднай беларускай валодаў расейскай, польскай, францускай, італьянскай, лацінскай, нямецкай, ",be-tarask
4135,Революциядан сора эмиграцияда къалгъан Шаляпин 12 апрель 1938 джыл Парижде лейкоздан ёлгенди. Аны сю,krc
4136,"Cun subrafache de 2.034,38 km² e populatzione de unos 906.854 bividores, Tenerife est sa ìsula prus ",srd
4137,हरिनास गाउँपालिका स्याङ्जा जिलाक दक्षिण- पूर्व क्षेत्रमे फैलल एक गाउँपालिका छी ।वि.सं २०७३ सालमे नेप,mai
4138,"Джарым танылгъан къралла — БМО-ну бир-бир къраллары таныгъан, алай а БМОгъа кирмеген къралладыла; ол",krc
4139,"उरुग्वे (/ˈjʊərəɡwaɪ/;स्पेनी उच्चारण: [uɾuˈɣwai̯]), आधिकारिक रूपमे रिपब्लिका ओरिएन्ताल देल उरुग्वाई ",mai
4140,Fit istada una guardia ruja (in cinesu:红卫兵) e poi si fit arruolada in s'Esercitu Populare de Liberaz,srd
4141,Leimea Sorin Balu (iha lia-portugés: Leimea-Sarinbalo) suku ida iha Timór Lorosa'e nian. Suku ne'e i,tet
4142,"S'olidone o olioni o lioni (Arbutus unedo L., 1753), est una mata de sa familia de is Ericaceae, e s",srd
4143,Umhlahlindlela wengqondi yeAfrika uTiyo Soga wazalelwa kwiphondo leMpuma Koloni ngonyaka we-1829. Un,xho
4144,Гардзееўскі раён утвораны ў 1929 годзе і першапачаткова ўваходзіў у Клінцоўскую акругу Заходняй вобл,be-tarask
4145,خاص ملّ کارخانیاں وچ سکر، کڈھیا اتے خالص کیتا جاندا اے، اس نوں غذا ادیوگ وچ کچے مال وجوں ورتیا جاندا,pnb
4146,"Suku Nuno-Mogue iha aldeia rua mak hanesan: Hatu-Builico, Hato-Seraquei, Laqueco (Laquico), Lebulau,",tet
4147,"Ngo2002, iUniversity yase Westminster, eLondon, yamwonga lo kaOcean ngesidanga sokuba ngugqirha womc",xho
4148,"Fram til andre halvdel av 1600-tallet hadde universitetet en glansperiode. En serie med epidemier, s",nob
4149,Talitu (iha lia-portugés: Talitu) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrati,tet
4150,"Timor-Leste Youth for Peace (TLYfP) harí ba dahuluk iha 2007 husi estudante eskola haat, no koñesidu",tet
4151,"М. В. Павлов, И. В. Павлов. Отечественные бронированные машины 1945—1965 гг. — Москва: Техника и воо",be-tarask
4152,دریائے کابل پاکستان تے افغانستان دا اک دریا اے۔ ایہ چترال توں ٹردا اے تے اٹک دے نیڑے 700 کلومیٹر تکر,pnb
4153,"The Doors ne'e grupu músiku hard rock ida husi Los Angeles, Estadu Naklibur Sira Amérika Nian. The D",tet
4154,"Юльян Урсын Нямцэвіч (па-польску: Julian Ursyn Niemcewicz; 16 лютага 1757, вёска Скокі Берасьцейскаг",be-tarask
4155,"Зь сярэдзіны 1830-х гадоў пачалі зьяўляцца этнаграфічныя працы, якія датычацца беларускай мовы, збуд",be-tarask
4156,"Экранаваньне дадатковай бранёй, ужывалае на папярэдніх мадыфікацыях, было нерацыянальным і разглядал",be-tarask
4157,ایہہ روس دے صوبے ماسکو اوبلاست دا اک ضلع بے ۔ ایہہ ضلع ماسکو اوبلاست 36 انتظامی تے میونسپل ضلعےآں چو,pnb
4158,धनुषा नेपालक मध्यमाञ्चल विकास क्षेत्रक जनकपुर अञ्चलमे अवस्थित घनाबस्ती होएसँ उर्वर जिला छी । नेपालक ,mai
4159,"Eva Orner is an Australian, Academy and Emmy Award-winning film producer and director based in Los A",eng
4160,"Øresund er et sjøområde beliggende mellom Sjælland og Skåne, tidligere helt dansk farvann, nå riksgr",nob
4161,Zibuze ukuba yintoni na enokukhuthaza umntu okanye umntwana omdala ukuba achithe ixesha yedwa kunye ,xho
4162,Click to enlarge! Ukusenga kakubi - ubhontsi othandelwe embeleni nobhontsi oqinisiweyo wema nqo Ukus,xho
4163,"Iha tinan uluk iha sira sempre ensura violénsia ne'ebé husik lalika turista nian. Iha Dili, grupu ju",tet
4164,"Chantal Chamberland est creskida in Montreal edd'est una cantante de jazz, sos discos suos comente D",srd
4165,เมื่อ m คือ มวลของวัตถุ และ v คือ ความเร็วของวัตถุ และเช่นกันปริมาณที่เกี่ยวข้องกับพลังงานศักย์โน้มถ,tha
4166,"नालापत बालमणि अम्मा (मलयालम: എൻ. ബാലാമണിയമ്മ; (१९०९-०७-१९)जुलाई १९, १९०९ – सितम्बर २९, २००४(२००४-०९-",mai
4167,Юслерини ушагъанлыгъына къошакъгъа Марс бла Жерни орбиталарына айланнган ортаманлары да келишеди. Ал,krc
4168,100 فتح ضلع بہاولنگر دی تصیل چشتیاں دا اک پنڈ اے ۔ ایہہ پنڈ دی بھوئیں نوں پانی ایسٹرن صادقیہ نہر دی ,pnb
4169,วันที่ 6 มกราคม พ.ศ. 2553 จากการประกวดราคาด้วยระบบอิเล็กทรอนิกส์โดย สจส. เพื่อสนับสนุนการเดินรถบีอาร,tha
4170,"UKurt Gödel wazalwa ngomhla mwama(28 kuTshazimpuzi ngo1906 eBrno, neyayisakuba yiAustria-Hungary]], ",xho
4171,Мала́я Валахва́ (па-расейску: Малая Волохва) — вёска ў Баранавіцкім раёне Берасьцейскай вобласьці. М,be-tarask
4172,"Pio V ( Bosco Marengo, Alessandria 1504 – Roma 1572), Paba e Santu. De sa nobile famlia Ghislieri. O",srd
4173,เพลงพระราชนิพนธ์ ดุจบิดามารดร เป็นเพลงพระราชนิพนธ์ในสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ประพัน,tha
4174,Ufudo sisilwanyana esirhubuluzayo ngokokulandelelana kosapho lwakwa Testudines oluhlala emhlabeni. K,xho
4175,प्युठान प्युठान जिलामे अवस्थित एक नगरपालिका छी । पहिले खलंगाक नामसँ पहिचानल जाईवाला ई नगरपालिकामे प्,mai
4176,Gjennom hele sin deltagelse i borgerrettsbevegelsen ble King kritisert av mange grupperinger. Det om,nob
4177,"A This currency is not used in day to day commerce, but is legal tender. It is minted and/or printed",mai
4178,"They formed in 1996 when Martin, Wade and Cito, originally in an underground band called ""The Eight ",eng
4179,У 2003 годзе з адзнакай скончыла Менскі дзяржаўны музычны каледж імя М. І. Глінкі па спэцыяльнасьці ,be-tarask
4180,Iha knua laran sei harii Uma Lulik atu haloot sasán lulik no lima-rohan bein siran. Lulik na’in e da,tet
4181,1945. A History of Western Philosophy and Its Connection with Political and Social Circumstances fro,nob
4182,"सन् १९७० तक ओ गरीब आर असहायक लेल अपन मानवीय कार्यसभक लेल प्रसिद्द भेल छेलिह, माल्कोम मुगेरिजक बहुत र",mai
4183,"Кесамат, Буре кесамат бла белгиленнген чеклени бегитгенди. Эресейни Пекинде саудюгерлик этиуде джолу",krc
4184,"30 чэрвеня 2010 году Васіль падпісаў кантракт з чарапавецкай «Северстальлю», у складзе якой у сэзоне",be-tarask
4185,Umbhobho wegazi yityhubhu engumthambo ethwala igazi xa lihamba lijikeleza umzimba. Imithambo yegazi ,xho
4186,"Тым часам пачалася уварваньне ў СССР, падчас якога гэрманскія войскі сутыкнуліся з танкамі Т-34 і КВ",be-tarask
4187,"Паясьнічны (паясьнічна-крыжавы; ішыалгія). Найбольш распаўсюджаны, у тым ліку найбольш распаўсюджана",be-tarask
4188,"Carvajal was born in Leganés, a suburb of Madrid. He joined Real Madrid's youth system as a 10-year-",eng
4189,"Фотография мингле бла публикациялада басмаланнганы себебли бек популяр болгъанды. Кечирек, публикаци",krc
4190,Flowers contain the reproductive organs of a plant. Some flowers are dependent upon the wind to move,xho
4191,To convert the backlink data gathered by BackRub's web crawler into a measure of importance for a gi,eng
4192,In Spring 2013 Stick Figure embarked on their first headlining tour with stops in major cities inclu,eng
4193,ایہہ اک ویوگ گیت ہے۔ ایہہ دوندر دا من پسند گیت ہے۔ جدو دوندر دا ویاہ ہو جادا ہے تا ایہہ گیت سالیا دے,pnb
4194,การออกเสียง จะออกเสียงพยัญชนะสองตัวผสมกันคนละครึ่ง พอแยกออกได้ว่าพยัญชนะอะไรผสมกัน แต่การผสมนี้จะไม่,tha
4195,Railaku Kraik (iha lia-portugés: Railaco Craic) suku ida iha Timór Lorosa'e nian. Suku ne'e iha post,tet
4196,Fatukahi (iha lia-portugés: Fatukahi) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administ,tet
4197,"Antonio Rosmini (Rovereto 1797 – Stresa 1855 ), de familia distinta, preideru, teologu e filosofu. F",srd
4198,ในปี ค.ศ. 2010 ไบเยวูและทัคเกอร์กลับมารวมตัวกันอีกครั้ง และออกทัวร์คอนเสิร์ตในสหราชอาณาจักรและไอร์แล,tha
4199,ขุนนางที่นำโดย ปาร์ควอนจง ได้ลงความเห็นว่าจะก่อการในวันที่ 2 กันยายน พอถึงวันที่กำหนดขุนนางกลุ่มหนึ่,tha
4200,शाल्मली खोलगडे (मराठी: शाल्मली खोलगडे) एक भारतीय महिला पार्श्व गायिका छी जे मुख्यतया हिन्दी भाषी चलच,mai
4201,कञ्चनपुर जिला (नेपाली: कञ्चनपुर जिल्ला सुनी नेपालक सुदूर-पश्चिमाञ्चलक महाकाली अञ्चलक एकटा तराई जिला ,mai
4202,"CSS mos bele muda no fo medida ba Imagem, Cores ba parte isin ba textu nian, cores ba tabela, medida",tet
4203,यद्यपि वैदिक सनातन वर्णाश्रमधर्मीसभ अनादि अपौरुषेय (मन्त्र+ब्राह्मणात्मक) वाक्कृतिर्वेद कहिक मानित अ,mai
4204,"People also eat some types of flowers. Flower vegetables include broccoli, cauliflower and artichoke",xho
4205,पद्म कलेज नेपालक भक्तपुर जिलाक भक्तपुरमे अवस्थित एक कलेज छी । ई त्रिभुवन विश्वविद्यालयसँ सम्बन्धन ले,mai
4206,"Шош океан театр: Къытай (кюнчыгъышы эмда шимал-кюнчыгъышы),Япония (Корея, Къыбыла Сахалин, Курил айр",krc
4207,Escola Santa Madalena de Canossa nebe ho nia karakteristika hakarak Eduka no forma Ema (Jovem) sai n,tet
4208,"In 2004, Columbia High School made national headlines when the administration amended a policy regar",eng
4209,"Пэйн стаў мастаком, які маляваў вясковыя пэйзажы і трамплей. Ён выстаўляўся ў Каралеўскім таварыстве",be-tarask
4210,"Umhlaba waphuma uhlaza, nemifuno evelisa imbewu ngohlobo lwayo, nemithi eyenza iziqhamo, embewu ikuy",xho
4211,Metiaut (iha lia-portugés: Meti Aut) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administr,tet
4212,"Comentesisiat, sa nàschida de sa disciplina si depet atribuire massimamente a su frantzesu Emile Dur",srd
4213,ปริญ สุภารัตน์ ชื่อเล่น หมาก เป็นนักแสดงและนายแบบชาวไทย สังกัดสถานีวิทยุโทรทัศน์ไทยทีวีสีช่อง 3 เคยเ,tha
4214,"Harrison var sannsynligvis den første rockmusikeren som organiserte en stor veldedighetskonsert, i o",nob
4215,Enhjørningen blir også brukt som symbolsk figur for Skottland. Det kongelige våpenskjold før 1603 be,nob
4216,बाबा मुक्तेश्वरनाथ स्थान: भगवान शिव को समर्पित श्री श्री १०८ बाबा मुक्तेश्वरनाथ (मुक्तेश्वर स्थान) श,mai
4217,Болум ыйыкъны ичинде амандан аман бола барады. 27-чи январгъа Шанханы джагъасында Японияны флотуну 3,krc
4218,"Бизни эрагъа дери I ёмюрде, рим хакъны бютеу Италияны эркин халкъына джайылыуу бла комицияланы систе",krc
4219,पिपल्स डेन्टल कलेज नेपालक काठमाडौं जिलाक काठमाडौंमे अवस्थित एक कलेज छी । ई त्रिभुवन विश्वविद्यालयसँ ,mai
4220,"El Paso est un atzitade de unos 649.000 bividores de is Istados Unidos de Amèrica, chi s'agatat in s",srd
4221,Зборная Ўэйлзу па футболе — прадстаўляе Ўэйлз на міжнародных футбольных турнірах і ў таварыскіх матч,be-tarask
4222,"Iha tinan 1198, liurai Pedru II hosi Aragaun fó direitu patronatu nian sobre Grañén nia uma-kreda ba",tet
4223,ऐब्टाबाद जिला (उर्दू: ur‎) पाकिस्तान के ख़ैबर-पख़्तूनख़्वा राज्य के हज़ारा क्षेत्र मे स्थित एक जिला ,mai
4224,"The Columbia High School Student Council was named an ""NJASC Honor School"" for the 3rd consecutive y",eng
4225,آئسلینڈ دی ساماجک سنرچنا نِجی کاراں اُتّے بہُت نربھر ہے ۔ آئسلینڈ وِچّ پرتی وِیکتی کار سوامِتو سنسار,pnb
4226,Oan husi Jose Do Carmo da Silva no Isabel da Silva. Oan daruak husi maun alin nain ne'en. Mak hanesa,tet
4227,วัฏจักรเหล็กเป็นการหมุนเวียนของเหล็กในสิ่งแวดล้อม เหล็กเป็นธาตุที่พบมากธาตุหนึ่งบนพื้นผิวโลก แต่มีบา,tha
4228,Унутры нэф перакрываецца цыліндрычнымі скляпеньнямі з распалубкамі. Над уваходам разьмяшчаюцца фігур,be-tarask
4229,Su campu inue jogat sa partidas este s'istadiu Vanni Sanna inue bistan finas a pius de 13.000 person,srd
4230,Timor-Leste hanesan nasaun ida ne’ebé lokaliza iha sudueste aziatiku. Ho estadu ida ne’ebe mak sei f,tet
4231,I 1894 giftet Pirandello seg med Maria Antoinetta Portulano. Hun var datter av en rik bekjent av han,nob
4232,ตัว อ เมื่อนำหน้า ตัว ย ไม่ต้องออกเสียงเหมือนอักษรนำธรรมดา ให้ออกเสียงทำนองเดียวกับ ห นำ แต่เป็นเสีย,tha
4233,Рэдакцыя «Вясёлкі» з'яўляецца таксама заснавальнікам чытанкі-маляванкі для дашкольнікаў «Буся». Да п,be-tarask
4234,Была сфармавана падчас мабілізацыі ў жніўні 1914 году на базе IІ Армейскай Інспэкцыі. У склад уваход,be-tarask
4235,"På høydepunktet av britpop-bølgen i 1995, en bølge som også var påvirket av Harrisons musikk, ble ha",nob
4236,Гюрджюча პარასკევი (параскеви) сёз (аны бла бирге юнгюшча — пIаьраска эм чеченча — пӀераска) грек ти,krc
4237,"Аны тышында, бусагъатха дери $500, $1000, $5000, $10 000 номиналы болгъан банкнотала джюрюйдюле (ала",krc
4238,"1990 джылны 3-чю декабрында СССР-ни Президенти М. С. Горбачёв СССР-ни тюрлендириб, союз республикала",krc
4239,Betancourt ble olympisk mester i baseball under Sommer-OL 2004 i Athen. Han var med på det cubanske ,nob
4240,โคคา (ชื่อวิทยาศาสตร์: Erythroxylum coca) เป็นพืชที่พบตามที่สูงของเทือกเขาแอนดีส ต้นเป็นพุ่มดก ปลายใ,tha
4241,"In su 2008 s' est nadu chi esseret istada fastigiende cun fubaleris de Serie A in atividade , che a ",srd
4242,"Northstar, ma su beru nomini est Jean-Paul Beaubier, est unu personaggiu de is fumettus criau de Chr",srd
4243,"Torino ligger nordvest i Italia, i regionen Piemonte. Den ligger omkranset av Alpene mot vest og nor",nob
4244,De to delene av byen bindes sammen av ferjer. Fra bydelen Warszów på Wolinsiden er det fergeforbinde,nob
4245,"گرلین جدوں بارہویں جماعت وچّ سی اسنے نے ادوں اپنی ماڈلنگ شروع کیتی اتے 12ویں جماعت وچّ ہی اس نوں ""مس",pnb
4246,لال قلعے دی دو بوہے نیں جنہاں چوں اک دلی تے دوجا لہوری دروازہ کہلاندا اے ، جدوں ایہہ قلعہ اسارئیا گئ,pnb
4247,Упершыню ольстэрска-шатляндзкія дыялекты датуюцца пачаткам XVII ст. па пачатку засваеньня шатляндзкі,be-tarask
4248,"रॉय द्वारा १९७८ मे गोरखपुरमे सहारा इन्डिया परिवारक स्थापना कएल गेल, जकर ओ प्रबन्ध कार्यकर्ता (प्रबन्",mai
4249,Spillet foregår om lag tusen år inn i fremtiden. Spillet beskriver en lang historie som bl.a. innebæ,nob
4250,"Vessoru hanesan suku ida ne'ebe haleu ho mota rua mak hanesan mota Boru-Wa'i no mota Meta-Wa'i, mota",tet
4251,Smadav mak hanesan Tools ida ne’ebe ita uza atu fo seguranca ba komputador hodi proteje virus husi f,tet
4252,"Bernardi suggested East St. Louis, Illinois, because it was filled with old buildings ""that exist in",eng
4253,Адам къайдан келгени Европагъа даулаш сорууду. Адам чыкъгъан джер болмагъаны Европаны белгилиди къур,krc
4254,अदालत (न्यायालय या कोर्ट) कऽ तात्पर्य सामान्यतः ओ स्थानसं अछि जहिठाम पर न्याय प्रशासनक कार्य होइत अछ,mai
4255,"Ti av øyene er bebodde, og det er 22 ubebodde øyer; noen av dem er knapt større enn sandbanker. Det ",nob
4256,"Daniel ""Dani"" Carvajal Ramos (Spanish pronunciation: [ˈdanjel ˈdani karβaˈxal ˈramos]; born 11 Janua",eng
4257,Ruta de sa Vall des Lobregòs longa 70 km pro mèdiu de sas terras chi in su de 12 sèculos fiant istad,srd
4258,"Berlin sesona sixeko kuzo kwimpuma eJamani. Okunye imizi ebalulekileyo: Dresden, Leipzig, Erfurt, Ro",xho
4259,"Паўночная зорка, Палярная зорка (α Малой Мядзьведзіхі) — зорка ў сузор’і Малой Мядзьведзіхі. Бачная ",be-tarask
4260,Umgada sisifo esijikelezayo esibangela uhlaselo lwe- lokukrala kobuchopho ebantwini nakwezinye izilw,xho
4261,"Secara tradisional, kehidupan dibagi menjadi lima kingdom: Monera; Protista; Fungi; Plantae; Animali",tet
4262,در عصر صفویه: شاه اسماعیل صفوی ۲۵ جمادی‌الثانی ۹۱۴ قمری فاتحانه وارد بغداد شد و مورد استقبال بی‌نظیر,pnb
4263,Inguqu ukusuka aphakathi ukuya Spanish mihla yabalasela utshintsho kunye oonobumba ngokuca- ikhwela ,xho
4264,"Hun ble norsk mester for seniorer for første gang i 2007, da hun vant skranke og bom. Hun ble nummer",nob
4265,"नेपालक जनसंख्या २०६८ क अनुसार आठबीसकोट गाउँ विकास समितिक जनसंख्या ८,५६० अछि तहिमे पुरुषक जनसँख्या ४,",mai
4266,Lloseta est una comuna ispagnola de 5.704 abitantes. S'agatat in s'ala tzentrale de s'ìsula de Maior,srd
4267,Det er store politiske forskjeller mellom de indiske delstatene når det gjelder politisk og økonomis,nob
4268,Sa battalla de Seddori est istada una pelea gherrada in su 30 de lampadas de su 1409 in su pranu a s,srd
4269,سویٹزرلیند دے سارے لوک پڑھے ہوے نیں۔ پڑھائی کینٹن دی زمےواری اے۔ 9 سال تک دی پڑھائی لازمی اے۔ پہلی ی,pnb
4270,Fatubossa (iha lia-portugés: Fatubossa) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu admini,tet
4271,"As repercussões da 2006 crise continuam sendo sentidas. No dia 11 2008 de fevereiro, um grupo de reb",tet
4272,Cun istragu de Itri s'inditat un'acuntèssida de crònaca sutzèdida intre su 12 e su 13 de trìulas 191,srd
4273,"In 2005, the Chico News & Review started the Chico Area Music Celebration (CAMMIES) to honor the vib",eng
4274,ایئر انڈیا (انگریزی: Air India; ہندی: एअर इंडिया) بھارت دی مسافر بردار ہوائی سروس ہے۔ ایہہ بھارت سرک,pnb
4275,"टिप सुल्तान (अङ्ग्रेजी: Tipu Sultan, {{lang|ur|ٹیپو سلطان‎}) (जन्मः २० नोभेम्बर १७५० - मृत्युः ४ मई ",mai
4276,"Rosalia, santa. Rosalia Sinibaldi, de su sec.XII, fudi una giovana dama de corte. Rosalia renuntziat",srd
4277,พระองค์สำเร็จการศึกษาวิชาการทหารจากวิทยาลัยวิชาการทหารแซนเฮริสต์ (Sandhurst) ในสหราชอาณาจักร และสำเร,tha
4278,Аднак найбольш верагоднай тэорыяй паходжаньня назвы Антвэрпэну навукоўцы лічаць лацінскія карані: сл,be-tarask
4279,"In 1998, Brin and Page incorporated Google, Inc. with the initial domain name of ""Googol,"" derived f",eng
4280,سویٹزرلینڈ چار بولیاں تے رہتلی تھانواں جرمن، فرنچ، اطالوی تے رومانش نال رل کے بندا اے۔ سوئس پانویں ل,pnb
4281,"In 2007, Page married Lucinda Southworth on Necker Island, the Caribbean island owned by Richard Bra",eng
4282,"Sos cherveddos de sa banda fiant sos tres frades Savi, che duos fiant polimesos, cando chi su de tre",srd
4283,جدید بولی سائنس مقصد تے موضوع دی تھاں اپر نانوَ واکنش اتے کریا واکنش دی ورتوں کردے ہن ۔ اجوکے گرائمر,pnb
4284,"Sa majoria de sa populatzione est est de orìgine europea, is Māoris sunt sa minoria prus numerosa. À",srd
4285,Makadike (iha lia-portugés: Macadique) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu adminis,tet
4286,Oeleu (iha lia-portugés: Oeleo) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrativu,tet
4287,"Sunt de tzitare sas crèsias de San Jorge a Penagos, de su de 16 sèculos, de San Pedro Apostol a Suba",srd
4288,Ол заманнга фронтну ара кесегинде совет аскер башчылыкъ джауну ржев-сычевм къауумну къаушатыр мурат ,krc
4289,"Тара́с Багда́навіч Праха́ська (нар. 16 траўня 1968, Івана-Франкоўск)— сучасны ўкраінскі пісьменнік, ",be-tarask
4290,"Giuanne Caboto (Gaeta, 1450 – Inghilterra, 1498) est istadu unu navigadore e esploradore italianu, a",srd
4291,"Truro s'est isvilupada in su de 12 sèculos, a giru de unu casteddu chi non s'agatat prus, fatu pesar",srd
4292,Алгъыннгы СССР-ни территориясында кърымтатар тилде сёлешгенлени саны 350 минг адамгъа джууукъ чакълы,krc
4293,"Къуру Москвада ачлыкъдан эки джылны ичинде 127 минг чакълы бир адам ёлгенди, ауруула, холера джайылг",krc
